103143257	4107721465
56783225	4045182233
105817813	4111045839
72970682	4071487130
79176028	4079320794
104558134	4109593092
103273820	4107941877
103408766	4108157744
94978256	4098524971
101509814	4105928208
93643096	4097075830
93457349	4096871567
92886122	4096248371
94966425	4098512098
75775422	4075265419
98584971	4102626030
99832152	4104122232
93462847	4096877759
92720563	4096068442
60197874	4068153014
77223749	4077016913
92885516	4096247694
84475021	4085944583
92807311	4096162986
101099070	4105481156
81795109	4082569083
94723829	4098251629
93684506	4097120888
93083062	4096464709
89669062	4092467401
93085414	4096467277
94698395	4098223018
93757436	4097199200
93096698	4096479918
93916433	4097373669
86119257	4087976467
93462133	4096876954
93294221	4096695140
93296121	4096697246
94934705	4098477285
93344113	4096749909
95050929	4098603729
93292227	4096692946
87237852	4089319575
94685424	4098209109
93763045	4097205404
92874323	4096235075
95882392	4099503517
93298813	4096700243
93676682	4097112135
79525067	4079731126
63081920	4055016361
76620694	4076309773
78086527	4078032736
94936157	4098478896
94250422	4097734922
94143987	4097620357
80879923	4081345378
94959729	4098504659
93246451	4096642527
94686252	4098210006
85955744	4087774103
94822400	4098352849
76806144	4076532991
87517875	4089672046
86022828	4088676104
94705174	4098230777
96182072	4099823645
92676204	4096019901
94698184	4098222783
95895487	4099518016
93755107	4097196601
94151173	4097628241
94723105	4098250819
95608699	4099203385
71928053	4070011445
87462448	4089585833
94955007	4098499369
96061887	4099695203
92989776	4096363465
79725719	4079995262
81929133	4082770172
93291965	4096692653
95730848	4099335673
94772073	4098301840
93546501	4096969817
92991421	4096365324
93756142	4097197752
93926214	4097384542
86687559	4088676643
78563482	4078585359
92673029	4096016385
93162021	4096549606
78235567	4078206853
94297814	4097786107
93456891	4096871043
89187168	4091832453
95739076	4099344361
95565574	4099156409
93751917	4097193064
94570621	4098082038
93454063	4096867866
87688304	4089896215
86851040	4088871720
83740398	4085008956
75765146	4075253053
94037753	4097505012
95051375	4098604207
93687547	4097124255
94720495	4098247924
45056738	4072921688
87184059	4089259128
94774069	4098303868
94592868	4098106992
95614988	4099210499
100208675	4104533463
101507114	4105925247
98705538	4102786073
93586139	4097013188
75367802	4074763821
93590166	4097017762
96126713	4099764594
92878000	4096239207
93353690	4096760523
89762507	4092596267
87415065	4089528143
92116755	4095407314
92595148	4095931491
94266119	4097752241
93765566	4097208154
94140342	4097616355
87184422	4089259550
94942727	4098486120
87415886	4089529148
94578152	4098090603
98866367	4102995900
93163504	4096551257
94962816	4098508091
92481383	4095808584
87122682	4089187289
86194379	4088065527
96838627	4100553959
93751476	4097192567
92988504	4096362054
79763700	4080039872
96938094	4100667563
98335408	4102310677
92886447	4096248731
79687353	4079951484
76621400	4076310584
79853186	4080141118
94941074	4098484332
93089145	4096471527
100449405	4104789809
94035022	4097501956
88161835	4090509718
93297367	4096698640
93961963	4097423344
93626541	4097057536
95610272	4099205164
93164614	4096552498
94563689	4098074668
92716873	4096064278
93454346	4096868182
93092456	4096475250
79395854	4079580604
80089786	4080406152
95159045	4098718318
80858045	4081317655
100097508	4104412695
94269808	4097756183
93093872	4096476797
95887320	4099508960
75595234	4075050817
92482844	4095810218
94049623	4097518007
80303780	4080644637
87288733	4089378518
94688451	4098212399
100449569	4104789997
94968790	4098514750
93462467	4096877331
90650082	4093725961
93097943	4096481290
88673314	4091165869
93679516	4097115348
94704878	4098230443
94586529	4098099981
94828989	4098360120
96077254	4099712031
94562106	4098072979
93627723	4097058863
93681004	4097117016
98830234	4102948504
95560521	4099150626
93088794	4096471125
101542686	4105963399
93684920	4097121359
92881327	4096242993
83740872	4085009517
96062750	4099696135
95063843	4098617438
96541224	4100219970
94725091	4098253036
94968329	4098514227
93680094	4097116006
95049178	4098601871
92875346	4096236219
94720828	4098248290
95154525	4098713195
94771549	4098301305
94939927	4098483051
94570452	4098081849
81200410	4081753257
92985614	4096358924
93385112	4096794572
95369559	4098946548
101788782	4106222872
94052343	4097520934
95611981	4099207119
93246097	4096642129
94271830	4097758368
91317952	4094530702
92881848	4096243585
94935476	4098478133
77294974	4077099278
94573217	4098085021
93169882	4096558388
94562966	4098073892
95165976	4098726026
77220108	4077012632
94038534	4097505890
92764498	4096116496
95894974	4099517459
93925866	4097384153
94688027	4098211942
93091519	4096474211
92677062	4096020857
87908275	4090176596
81209705	4081764722
79662699	4079923508
94973318	4098519680
93386297	4096795869
75148268	4074489312
86091934	4087942923
93542206	4096964895
92716588	4096063949
93083276	4096464947
95881113	4099502097
96075198	4099709782
92595947	4095932363
94260276	4097745876
94575180	4098087256
95371858	4098949070
94138338	4097614108
93085773	4096467665
94582234	4098095211
93088284	4096470529
93750559	4097191534
96259830	4099905606
94577199	4098089539
91680966	4094930179
93087810	4096469975
89902204	4092773276
92721689	4096069692
96258027	4099903770
94038196	4097505513
93385533	4096795036
78127389	4078080963
92520696	4095851215
94569897	4098081226
95362116	4098938340
93161190	4096548650
93344890	4096750776
92874813	4096235632
58855364	4063084785
80544679	4080929914
96416329	4100072499
93345521	4096751475
83740944	4085009608
97867812	4101746578
101774221	4113056173
94268405	4097754685
92601462	4095938438
60207127	4108471519
95612564	4099207781
87288665	4089378437
94940607	4098483810
92877604	4096238759
93384309	4096793671
93384702	4096794112
93763831	4097206267
91799616	4095057611
92986394	4096359769
93545062	4096968179
81207611	4081762193
97933171	4101824905
94824041	4098354628
89954339	4092837506
94586333	4098099768
92884989	4096247119
93456187	4096870249
81579772	4082263756
92593002	4095929098
95158339	4098717510
94705537	4098231197
95365701	4098942281
67374711	4062500448
93754881	4097196345
61022019	4117678360
92876268	4096237234
77687876	4077563352
94575970	4098088141
92880978	4096242614
95768484	4099375210
83602451	4084840269
92802058	4096157086
95886927	4099508521
93753772	4097195120
92988916	4096362505
94253046	4097737829
76580272	4076263673
93966037	4097427936
93642378	4097075033
96424245	4100081516
99387371	4103622533
95882981	4099504177
93084710	4096466511
94822794	4098353278
78035748	4077972669
95385568	4098963908
75596677	4075052480
77225104	4077018476
98055020	4101969126
94724099	4098251929
92987311	4096360759
94357198	4097849573
94687661	4098211544
92872451	4096232952
95204482	4098767461
75178777	4074527583
90823970	4093941283
93460546	4096875166
93637972	4097070195
95606373	4099200832
80779298	4081212208
94684523	4098208115
95606215	4099200661
93685942	4097122481
80641844	4081045226
92805737	4096161241
87415729	4089528968
78795689	4078867691
99925631	4104225437
94305813	4097795009
93456666	4096870789
93034691	4096412175
93541780	4096964415
76620253	4076309252
94591411	4098105380
94938291	4098481259
64047467	4056611407
92763113	4096114928
94263278	4097749142
93082257	4096463831
94700723	4098225647
77225375	4077018782
95203847	4098766698
76393147	4076036423
93297055	4096698276
96539919	4100218449
88343182	4090741110
92430523	4095752680
96604115	4100290948
94042209	4097509920
93083710	4096465419
79897396	4080191299
95050079	4098602827
94050842	4097519310
89557168	4092322986
93084277	4096466029
81929369	4082770549
92307684	4095617545
92872757	4096233293
45062911	4129998517
95059766	4098613000
101883600	4106324264
96700023	4100397965
93299677	4096701207
81018142	4081519641
92434252	4095756854
94688194	4098212123
94961284	4098506386
93346661	4096752760
93348214	4096754484
94776901	4098306746
94945951	4098489576
92431396	4095753660
